id,label,topic,text,length_chars,length_words,quality_score,sentiment,source_detail,timestamp,plagiarism_score,notes
284,ai,education,research-style summary on education suggests users report a mixed set of outcomes.,82,12,4.79,-0.5,llama-3-small,2024-02-02 20:15:23,0.06,personal_tone
427,ai,entertainment,research-style summary on entertainment suggests adoption increases with better education.,90,10,3.22,-0.01,claude-2,2023-05-16 12:14:22,0.012,personal_tone
83,ai,travel,a concise overview of travel: it improves efficiency significantly.,67,9,4.21,0.52,llama-3-small,2023-02-20 22:04:42,0.112,personal_tone
459,ai,science,a concise overview of science: the community response has been overwhelmingly positive.,87,12,3.08,-0.16,bloomz-7b,2023-07-18 00:03:27,0.018,personal_tone
269,human,health,my personal opinion on health is that privacy concerns remain a top challenge.,78,13,4.8,-0.01,author_18,2023-04-14 12:15:13,0.106,personal_tone
28,ai,finance,analysis indicates that finance is associated with it improves efficiency significantly.,88,11,4.93,-0.54,gpt-4o-mini,2024-01-02 07:38:55,0.102,personal_tone
90,ai,sports,the following summary on sports shows there are trade-offs to consider. i would love to hear others' thoughts on this.,118,20,3.73,-0.45,bloomz-7b,2025-06-27 19:34:17,0.02,personal_tone
389,ai,entertainment,analysis indicates that entertainment is associated with it requires more data for conclusive evidence.,103,14,3.5,0.44,bloomz-7b,2023-03-03 07:50:41,0.122,personal_tone
74,ai,food,research-style summary on food suggests privacy concerns remain a top challenge.,80,11,4.67,0.87,bloomz-7b,2023-09-02 20:49:06,0.057,personal_tone
186,ai,technology,a concise overview of technology: costs can vary greatly depending on implementation.,85,12,3.54,-0.38,bloomz-7b,2024-01-21 06:41:41,0.113,personal_tone
172,human,travel,"as someone who follows travel, i believe it can be optimized with simple heuristics.",84,14,2.65,0.27,author_47,2024-08-09 00:24:58,0.092,personal_tone
162,human,finance,"as someone who follows finance, i believe privacy concerns remain a top challenge.",82,13,3.17,-0.03,author_69,2025-09-06 06:18:19,0.161,personal_tone
70,ai,entertainment,the following summary on entertainment shows it improves efficiency significantly. the community response has been overwhelmingly positive the community response has been overwhelmingly positive,194,24,2.8,0.86,llama-3-small,2024-09-15 08:42:45,0.106,personal_tone
219,ai,sports,the following summary on sports shows it improves efficiency significantly. i would love to hear others' thoughts on this.,122,19,4.5,0.21,gpt-4o-mini,2024-01-10 11:52:07,0.03,personal_tone
92,human,food,"in my experience, food often leads to the results are promising but preliminary.",80,13,2.77,0.87,author_83,2024-01-12 19:49:24,0.316,personal_tone
271,ai,travel,the following summary on travel shows users report a mixed set of outcomes.,75,13,4.87,-0.01,claude-2,2025-02-28 20:39:41,0.005,personal_tone
421,ai,food,a concise overview of food: the community response has been overwhelmingly positive. it requires more data for conclusive evidence,130,19,3.99,0.18,gpt-5-base,2025-06-30 10:59:22,0.001,personal_tone
379,ai,lifestyle,a concise overview of lifestyle: it improves efficiency significantly. i would love to hear others' thoughts on this.,117,18,4.47,-0.27,bloomz-7b,2024-12-19 08:22:17,0.12,personal_tone
126,ai,food,this article discusses food and highlights that privacy concerns remain a top challenge.,88,13,2.81,-0.47,claude-2,2023-06-14 09:55:55,0.067,personal_tone
371,human,health,"in my experience, health often leads to the results are promising but preliminary.",82,13,1.85,0.16,author_79,2025-03-15 12:19:19,0.28,personal_tone
275,human,entertainment,i recently experienced entertainment in my day-to-day life and found that there are trade-offs to consider.,107,16,4.83,-0.49,author_10,2023-06-24 13:40:12,0.056,personal_tone
60,human,technology,"in my experience, technology often leads to it requires more data for conclusive evidence. i would love to hear others' thoughts on this.",137,23,1.76,0.34,author_73,2023-02-24 05:31:27,0.052,personal_tone
121,ai,finance,this article discusses finance and highlights that privacy concerns remain a top challenge.,91,13,3.4,-0.06,bloomz-7b,2023-07-04 07:47:54,0.051,personal_tone
13,human,finance,"after trying several approaches related to finance, i noticed the community response has been overwhelmingly positive. community feedback will shape future developments.",169,22,2.98,-0.28,author_52,2024-07-06 07:19:25,0.25,personal_tone
387,ai,entertainment,research-style summary on entertainment suggests users report a mixed set of outcomes. community feedback will shape future developments.,137,18,4.54,0.48,bloomz-7b,2025-04-03 08:35:07,0.083,personal_tone
225,ai,science,this article discusses science and highlights that privacy concerns remain a top challenge.,91,13,3.86,0.89,bloomz-7b,2024-07-09 01:30:53,0.114,personal_tone
237,human,finance,"after trying several approaches related to finance, i noticed there are trade-offs to consider.",95,14,2.07,-0.07,author_53,2023-08-07 22:52:03,0.262,personal_tone
500,ai,travel,this article discusses travel and highlights that users report a mixed set of outcomes. costs can vary greatly depending on implementation it improves efficiency significantly,175,25,3.15,0.62,gpt-5-base,2023-07-02 16:02:27,0.01,personal_tone
315,ai,food,this article discusses food and highlights that users report a mixed set of outcomes.,85,14,3.18,-0.02,gpt-5-base,2025-05-21 17:24:44,0.12,personal_tone
158,ai,finance,research-style summary on finance suggests it can be optimized with simple heuristics.,86,12,3.34,0.64,llama-3-small,2024-06-29 17:50:05,0.106,personal_tone
365,human,food,"after trying several approaches related to food, i noticed the community response has been overwhelmingly positive.",115,16,2.85,-0.44,author_65,2023-07-27 19:01:52,0.301,personal_tone
187,human,education,"as someone who follows education, i believe it requires more data for conclusive evidence.",90,14,3.47,0.85,author_32,2024-07-24 19:17:47,0.047,personal_tone
268,human,food,"as someone who follows food, i believe adoption increases with better education.",80,12,2.12,0.6,author_19,2025-06-08 11:46:53,0.021,personal_tone
231,ai,lifestyle,this article discusses lifestyle and highlights that it improves efficiency significantly.,90,11,4.16,-0.06,bloomz-7b,2023-03-06 19:27:28,0.06,personal_tone
408,ai,lifestyle,a concise overview of lifestyle: there are trade-offs to consider. adoption increases with better education,107,15,4.46,0.11,gpt-4o-mini,2024-09-02 05:38:35,0.056,personal_tone
374,human,entertainment,i recently experienced entertainment in my day-to-day life and found that the community response has been overwhelmingly positive. community feedback will shape future developments.,181,24,1.62,0.3,author_87,2024-06-12 08:26:05,0.215,personal_tone
448,human,science,"in my experience, science often leads to users report a mixed set of outcomes.",78,14,4.03,-0.43,author_90,2025-03-08 21:18:55,0.328,personal_tone
344,human,finance,"after trying several approaches related to finance, i noticed it requires more data for conclusive evidence. further investigation is warranted.",144,20,2.93,0.08,author_50,2024-02-19 15:45:57,0.111,personal_tone
209,ai,food,analysis indicates that food is associated with the community response has been overwhelmingly positive.,104,14,4.13,0.29,gpt-5-base,2023-11-04 11:40:30,0.09,personal_tone
89,human,entertainment,"after trying several approaches related to entertainment, i noticed it improves efficiency significantly.",105,13,4.7,-0.27,author_90,2023-03-06 23:08:03,0.288,personal_tone
463,ai,science,a concise overview of science: costs can vary greatly depending on implementation.,82,12,4.36,0.65,llama-3-small,2023-11-03 20:34:08,0.109,personal_tone
132,human,sports,i recently experienced sports in my day-to-day life and found that the community response has been overwhelmingly positive.,123,18,2.39,-0.58,author_94,2025-03-18 02:27:35,0.121,personal_tone
125,ai,entertainment,a concise overview of entertainment: it requires more data for conclusive evidence.,83,12,2.91,-0.3,gpt-4o-mini,2024-09-11 05:02:20,0.131,personal_tone
175,human,education,i recently experienced education in my day-to-day life and found that adoption increases with better education.,111,16,2.77,0.78,author_65,2023-04-25 02:14:54,0.29,personal_tone
415,human,finance,i recently experienced finance in my day-to-day life and found that users report a mixed set of outcomes. implementation details matter a lot here.,147,24,1.61,0.36,author_80,2024-02-02 23:57:15,0.171,personal_tone
192,human,food,"in my experience, food often leads to costs can vary greatly depending on implementation. further investigation is warranted.",125,18,1.56,0.23,author_38,2024-08-21 21:05:09,0.252,personal_tone
15,human,health,my personal opinion on health is that it improves efficiency significantly. further investigation is warranted.,111,15,3.2,0.21,author_32,2025-01-10 20:47:27,0.202,personal_tone
398,ai,food,research-style summary on food suggests the community response has been overwhelmingly positive. i would love to hear others' thoughts on this.,143,21,3.41,-0.21,gpt-5-base,2023-11-07 00:23:03,0.0,personal_tone
246,ai,health,analysis indicates that health is associated with it improves efficiency significantly.,87,11,2.66,0.47,bloomz-7b,2024-08-13 22:50:51,0.012,personal_tone
124,ai,lifestyle,a concise overview of lifestyle: it requires more data for conclusive evidence. further investigation is warranted.,115,16,4.52,0.1,claude-2,2025-05-05 07:03:50,0.055,personal_tone
139,human,finance,"in my experience, finance often leads to adoption increases with better education. i would love to hear others' thoughts on this.",129,21,3.76,-0.06,author_20,2025-08-30 20:39:09,0.011,personal_tone
52,human,sports,"after trying several approaches related to sports, i noticed users report a mixed set of outcomes.",98,16,4.33,0.21,author_94,2024-05-10 16:55:31,0.152,personal_tone
113,human,finance,"as someone who follows finance, i believe it requires more data for conclusive evidence. further investigation is warranted.",124,18,3.79,-0.33,author_97,2025-03-02 22:51:46,0.173,personal_tone
10,ai,food,analysis indicates that food is associated with there are trade-offs to consider.,81,12,4.88,0.71,claude-2,2023-09-27 18:13:32,0.114,personal_tone
20,ai,finance,analysis indicates that finance is associated with the results are promising but preliminary. i would love to hear others' thoughts on this.,140,22,3.86,0.52,claude-2,2023-02-28 01:49:32,0.088,personal_tone
17,human,sports,i recently experienced sports in my day-to-day life and found that costs can vary greatly depending on implementation. further investigation is warranted.,154,22,1.99,-0.32,author_10,2024-04-18 09:05:42,0.306,personal_tone
429,human,science,"after trying several approaches related to science, i noticed adoption increases with better education. i would love to hear others' thoughts on this.",150,23,3.01,0.43,author_53,2024-08-12 03:15:43,0.039,personal_tone
1,human,technology,"as someone who follows technology, i believe it requires more data for conclusive evidence. i would love to hear others' thoughts on this.",138,23,4.62,-0.47,author_28,2024-03-08 01:09:25,0.01,personal_tone
350,human,travel,i recently experienced travel in my day-to-day life and found that adoption increases with better education.,108,16,3.08,0.32,author_73,2023-11-10 21:16:08,0.053,personal_tone
106,human,finance,i recently experienced finance in my day-to-day life and found that adoption increases with better education.,109,16,3.82,0.13,author_97,2024-03-28 15:04:47,0.096,personal_tone
276,human,food,"after trying several approaches related to food, i noticed adoption increases with better education.",100,14,3.01,0.38,author_13,2024-09-13 15:48:31,0.055,personal_tone
401,ai,education,research-style summary on education suggests privacy concerns remain a top challenge.,85,11,3.21,0.51,gpt-4o-mini,2025-04-08 09:47:15,0.062,personal_tone
483,ai,sports,research-style summary on sports suggests it can be optimized with simple heuristics. further investigation is warranted.,121,16,2.97,-0.02,gpt-5-base,2025-08-04 13:07:03,0.126,personal_tone
434,ai,technology,this article discusses technology and highlights that the community response has been overwhelmingly positive. this could change as new data becomes available.,159,22,4.78,-0.06,bloomz-7b,2023-04-21 00:41:40,0.044,personal_tone
425,ai,health,analysis indicates that health is associated with it improves efficiency significantly.,87,11,3.54,0.7,claude-2,2025-06-09 08:15:16,0.112,personal_tone
321,ai,health,a concise overview of health: the community response has been overwhelmingly positive.,86,12,4.36,-0.57,claude-2,2024-02-18 15:00:46,0.005,personal_tone
273,ai,technology,the following summary on technology shows it requires more data for conclusive evidence. i would love to hear others' thoughts on this.,135,22,4.47,0.48,bloomz-7b,2023-02-19 14:03:05,0.066,personal_tone
442,human,finance,i recently experienced finance in my day-to-day life and found that users report a mixed set of outcomes.,105,18,2.43,0.25,author_88,2023-08-25 21:42:46,0.081,personal_tone
39,ai,entertainment,the following summary on entertainment shows it can be optimized with simple heuristics. i would love to hear others' thoughts on this.,135,22,4.65,0.73,claude-2,2025-03-08 15:28:44,0.033,personal_tone
151,ai,finance,research-style summary on finance suggests costs can vary greatly depending on implementation.,94,12,3.67,-0.2,llama-3-small,2023-09-11 05:07:45,0.015,personal_tone
295,ai,sports,analysis indicates that sports is associated with it can be optimized with simple heuristics.,93,14,3.26,0.18,gpt-4o-mini,2024-09-30 14:27:35,0.088,personal_tone
164,ai,food,analysis indicates that food is associated with the community response has been overwhelmingly positive.,104,14,4.3,-0.17,bloomz-7b,2024-08-10 19:46:37,0.057,personal_tone
168,human,lifestyle,"after trying several approaches related to lifestyle, i noticed the results are promising but preliminary.",106,15,1.63,0.78,author_5,2024-03-03 06:24:00,0.327,personal_tone
247,ai,technology,research-style summary on technology suggests the community response has been overwhelmingly positive. further investigation is warranted.,138,16,2.76,0.26,claude-2,2025-01-10 04:11:57,0.034,personal_tone
207,human,sports,"as someone who follows sports, i believe users report a mixed set of outcomes.",78,14,2.01,-0.35,author_10,2023-10-10 15:19:54,0.105,personal_tone
189,human,health,"after trying several approaches related to health, i noticed the results are promising but preliminary.",103,15,3.18,0.7,author_2,2023-12-07 11:02:19,0.335,personal_tone
451,ai,science,this article discusses science and highlights that it can be optimized with simple heuristics.,94,14,3.91,0.39,gpt-5-base,2023-06-03 05:54:09,0.13,personal_tone
471,ai,lifestyle,the following summary on lifestyle shows the results are promising but preliminary. community feedback will shape future developments.,134,18,3.85,-0.52,gpt-4o-mini,2023-01-30 17:08:20,0.135,personal_tone
146,human,finance,"after trying several approaches related to finance, i noticed it can be optimized with simple heuristics. privacy concerns remain a top challenge",145,22,2.04,-0.35,author_67,2023-11-27 08:12:32,0.121,personal_tone
274,human,sports,"in my experience, sports often leads to the community response has been overwhelmingly positive.",96,14,4.4,0.58,author_29,2024-08-14 23:42:03,0.265,personal_tone
428,human,science,my personal opinion on science is that it can be optimized with simple heuristics. community feedback will shape future developments.,133,20,3.94,0.54,author_51,2024-05-07 20:21:48,0.069,personal_tone
473,ai,education,this article discusses education and highlights that privacy concerns remain a top challenge.,93,13,3.66,-0.4,llama-3-small,2025-04-12 17:02:57,0.015,personal_tone
347,ai,food,research-style summary on food suggests it improves efficiency significantly. it improves efficiency significantly,114,13,3.93,-0.01,llama-3-small,2024-07-14 03:05:57,0.046,personal_tone
363,human,science,"after trying several approaches related to science, i noticed it can be optimized with simple heuristics.",105,16,4.57,0.49,author_28,2025-04-21 10:19:12,0.332,personal_tone
43,human,education,"in my experience, education often leads to there are trade-offs to consider.",76,12,2.96,-0.29,author_75,2024-03-06 14:10:49,0.317,personal_tone
161,human,lifestyle,"as someone who follows lifestyle, i believe there are trade-offs to consider. this could change as new data becomes available.",126,20,2.95,-0.29,author_95,2024-05-28 22:15:47,0.322,personal_tone
482,human,technology,my personal opinion on technology is that privacy concerns remain a top challenge. this could change as new data becomes available.,131,21,2.32,0.45,author_49,2024-02-08 22:45:48,0.111,personal_tone
438,human,food,"as someone who follows food, i believe it can be optimized with simple heuristics. implementation details matter a lot here.",124,20,3.87,0.71,author_74,2024-12-03 08:16:49,0.146,personal_tone
405,human,science,"as someone who follows science, i believe the community response has been overwhelmingly positive. this could change as new data becomes available.",147,22,4.4,-0.42,author_57,2025-02-25 09:03:51,0.135,personal_tone
329,human,travel,my personal opinion on travel is that it can be optimized with simple heuristics.,81,14,1.97,0.02,author_90,2024-12-17 18:39:07,0.105,personal_tone
176,human,lifestyle,"as someone who follows lifestyle, i believe privacy concerns remain a top challenge. community feedback will shape future developments.",135,19,3.88,0.48,author_58,2024-05-15 03:18:39,0.315,personal_tone
413,ai,entertainment,research-style summary on entertainment suggests it improves efficiency significantly.,86,9,2.55,0.69,gpt-4o-mini,2025-03-05 22:34:50,0.036,personal_tone
359,ai,sports,research-style summary on sports suggests costs can vary greatly depending on implementation.,93,12,3.79,-0.04,llama-3-small,2025-07-18 08:06:55,0.077,personal_tone
230,ai,sports,a concise overview of sports: it can be optimized with simple heuristics. i would love to hear others' thoughts on this.,120,21,4.37,0.44,bloomz-7b,2025-06-17 13:26:14,0.068,personal_tone
479,human,lifestyle,my personal opinion on lifestyle is that it can be optimized with simple heuristics.,84,14,1.82,0.63,author_82,2025-06-27 21:08:42,0.316,personal_tone
229,human,sports,my personal opinion on sports is that it improves efficiency significantly. the results are promising but preliminary,117,17,2.01,-0.12,author_74,2023-09-11 14:17:52,0.171,personal_tone
404,ai,travel,analysis indicates that travel is associated with the community response has been overwhelmingly positive.,106,14,3.33,0.67,bloomz-7b,2025-09-01 05:19:08,0.008,personal_tone
54,ai,finance,the following summary on finance shows the community response has been overwhelmingly positive.,95,13,3.2,0.29,claude-2,2025-06-20 10:03:31,0.083,personal_tone
228,ai,science,research-style summary on science suggests it requires more data for conclusive evidence.,89,12,4.26,-0.17,gpt-4o-mini,2023-10-01 18:43:45,0.148,personal_tone
467,ai,science,a concise overview of science: it improves efficiency significantly.,68,9,3.35,0.13,llama-3-small,2025-06-13 19:03:52,0.047,personal_tone
499,human,health,my personal opinion on health is that users report a mixed set of outcomes.,75,14,1.76,0.08,author_86,2023-10-11 15:32:45,0.242,personal_tone
155,ai,sports,this article discusses sports and highlights that costs can vary greatly depending on implementation.,101,14,2.99,0.23,claude-2,2023-03-17 14:03:59,0.076,personal_tone
159,ai,technology,analysis indicates that technology is associated with costs can vary greatly depending on implementation.,105,14,3.96,0.6,bloomz-7b,2025-01-12 22:54:38,0.004,personal_tone
114,ai,lifestyle,analysis indicates that lifestyle is associated with adoption increases with better education.,94,12,2.88,-0.5,llama-3-small,2024-03-28 22:59:16,0.045,personal_tone
319,ai,finance,research-style summary on finance suggests privacy concerns remain a top challenge. further investigation is warranted.,119,15,3.67,0.14,llama-3-small,2023-06-19 02:43:32,0.113,personal_tone
212,ai,travel,a concise overview of travel: there are trade-offs to consider. the results are promising but preliminary it requires more data for conclusive evidence,151,23,4.15,0.47,claude-2,2025-03-19 13:43:32,0.011,personal_tone
109,human,finance,"after trying several approaches related to finance, i noticed it can be optimized with simple heuristics.",105,16,4.42,0.61,author_6,2023-03-15 14:27:24,0.302,personal_tone
170,ai,travel,this article discusses travel and highlights that the results are promising but preliminary.,92,13,4.12,0.48,claude-2,2023-01-15 12:16:25,0.119,personal_tone
80,human,finance,i recently experienced finance in my day-to-day life and found that users report a mixed set of outcomes.,105,18,3.89,0.15,author_82,2024-08-20 05:12:38,0.081,personal_tone
472,human,sports,i recently experienced sports in my day-to-day life and found that it improves efficiency significantly.,104,15,3.59,0.29,author_40,2025-05-06 16:13:56,0.216,personal_tone
85,human,travel,i recently experienced travel in my day-to-day life and found that the community response has been overwhelmingly positive.,123,18,1.82,-0.16,author_17,2025-02-04 15:07:40,0.061,personal_tone
9,human,sports,i recently experienced sports in my day-to-day life and found that adoption increases with better education.,108,16,3.14,-0.22,author_15,2024-07-20 00:25:04,0.238,personal_tone
33,ai,lifestyle,this article discusses lifestyle and highlights that privacy concerns remain a top challenge.,93,13,3.14,0.46,claude-2,2023-01-02 18:55:46,0.139,personal_tone
100,human,sports,"as someone who follows sports, i believe the community response has been overwhelmingly positive.",97,14,2.9,0.49,author_33,2023-11-17 15:32:16,0.109,personal_tone
436,human,technology,"after trying several approaches related to technology, i noticed the results are promising but preliminary.",107,15,4.11,-0.57,author_39,2024-12-01 12:48:45,0.124,personal_tone
412,ai,food,analysis indicates that food is associated with the community response has been overwhelmingly positive.,104,14,4.65,-0.36,llama-3-small,2024-06-27 05:38:39,0.067,personal_tone
223,ai,lifestyle,analysis indicates that lifestyle is associated with it improves efficiency significantly.,90,11,2.99,-0.02,bloomz-7b,2024-07-29 18:24:08,0.098,personal_tone
29,ai,science,research-style summary on science suggests it can be optimized with simple heuristics.,86,12,3.09,-0.36,gpt-4o-mini,2025-03-30 06:26:46,0.132,personal_tone
288,ai,travel,this article discusses travel and highlights that costs can vary greatly depending on implementation.,101,14,3.28,0.66,gpt-5-base,2025-05-28 03:34:33,0.146,personal_tone
395,human,health,"after trying several approaches related to health, i noticed the community response has been overwhelmingly positive. implementation details matter a lot here.",159,22,4.99,-0.44,author_50,2024-09-24 05:39:12,0.03,personal_tone
56,ai,education,the following summary on education shows it can be optimized with simple heuristics.,84,13,3.68,0.2,bloomz-7b,2024-03-11 20:02:20,0.05,personal_tone
475,ai,entertainment,this article discusses entertainment and highlights that it improves efficiency significantly.,94,11,3.65,-0.34,gpt-5-base,2025-02-25 12:41:33,0.091,personal_tone
485,ai,lifestyle,a concise overview of lifestyle: users report a mixed set of outcomes.,70,12,3.63,-0.07,claude-2,2023-07-10 15:27:55,0.091,personal_tone
411,ai,food,analysis indicates that food is associated with users report a mixed set of outcomes.,85,14,3.59,-0.16,gpt-5-base,2024-12-14 17:50:37,0.028,personal_tone
49,ai,finance,research-style summary on finance suggests adoption increases with better education.,84,10,4.44,-0.35,llama-3-small,2023-11-15 03:56:08,0.087,personal_tone
474,ai,entertainment,the following summary on entertainment shows the results are promising but preliminary. community feedback will shape future developments.,138,18,3.41,-0.32,llama-3-small,2025-07-28 12:01:36,0.118,personal_tone
355,ai,finance,research-style summary on finance suggests the community response has been overwhelmingly positive.,99,12,3.76,0.39,claude-2,2025-05-18 22:21:22,0.103,personal_tone
34,human,food,i recently experienced food in my day-to-day life and found that it can be optimized with simple heuristics.,108,18,3.68,0.4,author_86,2023-05-08 10:56:03,0.177,personal_tone
36,ai,science,analysis indicates that science is associated with it improves efficiency significantly.,88,11,3.95,0.38,gpt-5-base,2024-04-21 16:05:05,0.066,personal_tone
64,ai,health,the following summary on health shows privacy concerns remain a top challenge.,78,12,4.57,-0.49,claude-2,2023-06-19 11:11:59,0.089,personal_tone
400,ai,education,research-style summary on education suggests it can be optimized with simple heuristics.,88,12,4.29,0.37,gpt-4o-mini,2025-04-28 13:46:32,0.033,personal_tone
308,ai,travel,research-style summary on travel suggests privacy concerns remain a top challenge. i would love to hear others' thoughts on this.,129,20,4.13,-0.57,bloomz-7b,2024-12-07 04:12:56,0.063,personal_tone
490,ai,technology,research-style summary on technology suggests the community response has been overwhelmingly positive. i would love to hear others' thoughts on this.,149,21,3.23,0.51,gpt-5-base,2023-01-28 10:26:33,0.073,personal_tone
46,human,health,"as someone who follows health, i believe it can be optimized with simple heuristics.",84,14,2.41,-0.11,author_49,2024-04-10 11:54:00,0.118,personal_tone
304,human,finance,"in my experience, finance often leads to adoption increases with better education.",82,12,4.88,-0.03,author_48,2023-02-08 19:26:03,0.07,personal_tone
220,ai,entertainment,analysis indicates that entertainment is associated with privacy concerns remain a top challenge.,97,13,3.97,-0.08,llama-3-small,2025-05-15 16:40:12,0.093,personal_tone
383,ai,lifestyle,research-style summary on lifestyle suggests it improves efficiency significantly.,82,9,3.43,-0.13,bloomz-7b,2025-07-08 20:55:03,0.13,personal_tone
297,ai,travel,the following summary on travel shows the results are promising but preliminary.,80,12,2.64,0.69,llama-3-small,2025-04-09 21:50:47,0.061,personal_tone
22,human,sports,"after trying several approaches related to sports, i noticed adoption increases with better education.",102,14,2.21,0.47,author_86,2023-09-02 09:40:14,0.139,personal_tone
249,ai,education,the following summary on education shows costs can vary greatly depending on implementation.,92,13,3.18,-0.48,gpt-4o-mini,2024-01-17 04:20:50,0.075,personal_tone
310,human,sports,"after trying several approaches related to sports, i noticed there are trade-offs to consider. there are trade-offs to consider",127,19,3.24,0.31,author_26,2025-03-07 09:34:31,0.291,personal_tone
200,human,education,"after trying several approaches related to education, i noticed the results are promising but preliminary. it requires more data for conclusive evidence",152,22,4.65,0.25,author_41,2023-02-03 06:31:48,0.325,personal_tone
138,ai,lifestyle,analysis indicates that lifestyle is associated with it can be optimized with simple heuristics.,96,14,2.64,0.41,gpt-5-base,2024-02-20 13:13:39,0.077,personal_tone
25,ai,health,analysis indicates that health is associated with users report a mixed set of outcomes. i would love to hear others' thoughts on this.,134,23,2.89,-0.18,llama-3-small,2023-08-04 12:29:02,0.031,personal_tone
185,human,travel,"after trying several approaches related to travel, i noticed users report a mixed set of outcomes. this could change as new data becomes available.",147,24,3.45,0.29,author_55,2025-01-22 06:22:35,0.219,personal_tone
135,human,travel,i recently experienced travel in my day-to-day life and found that costs can vary greatly depending on implementation.,118,18,1.94,-0.05,author_50,2025-06-29 14:33:51,0.26,personal_tone
300,ai,science,analysis indicates that science is associated with users report a mixed set of outcomes.,88,14,3.06,0.71,claude-2,2024-03-06 12:03:46,0.056,personal_tone
117,ai,science,this article discusses science and highlights that users report a mixed set of outcomes.,88,14,4.59,0.87,gpt-4o-mini,2023-03-28 18:22:12,0.097,personal_tone
213,ai,lifestyle,research-style summary on lifestyle suggests it can be optimized with simple heuristics.,88,12,4.23,0.22,claude-2,2025-03-20 13:05:24,0.105,personal_tone
453,ai,technology,a concise overview of technology: the community response has been overwhelmingly positive.,90,12,2.51,0.72,bloomz-7b,2023-09-01 07:53:46,0.088,personal_tone
